Trip_TravelerRevenueSummaryByProduct|TravelerPaymentAllocation|TravelerId,ClientId,InvoiceTypeid,SourceAmount,SourceCurrencyId,AmountUSD,ProductId
GlobalTransport_AllDetails_|GlobalTransport|
GlobalTransport_AllDetails_|GlobalTransportOption|
GlobalTransport_AllDetails_|GlobalTransportOptionCategory|
GlobalTransport_AllDetails_|GlobalTransportOptionCategoryVendor|
GlobalTransport_AllDetails_|vendors|
MaxSeasonRate_Ground2Vehicle|GroundRates|GroundId,GroundRatesTypesId,GroundSeasonId,Deleted,Ground2VehicleId,RateId
MaxSeasonRate_Ground2Vehicle|GroundSeason|GroundSeasonId,GroundId,Deleted,VendorId,CurrencyId
MaxSeasonRate_Ground2Vehicle|GroundSeasonDates|GroundSeasonId,SeasonEndDate,Deleted
MaxSeasonRate_Ground2Vehicle|Rate|RateId,RateTypeId,PerPerson,PerVehicle,Flat
MaxSeasonRate_Ground2Vehicle|Rate2RateRange|RateId,Flat
vwTourAgentTripsSummary|services|
vwTourAgentTripsSummary|ItineraryQuote|
vwTourAgentTripsSummary|ItineraryTrip|
vwTourAgentTripsSummary|ItineraryTrip_RevenueSummary2|
vwTourAgentTripsSummary|ItineraryTrip_VendorCostSummaryByServiceTypeWithCommissionable|
vwTourAgentTripsSummary|vendorPayments|
Trip_TravelerRevenueSummary|traveler|travelerId,tripId,TripPrice_CurrencyId,clientid
Trip_TravelerRevenueSummary|TravelerInvoices|TravelerId,InvoiceTypeId,BilledDate,DueDate,Amount,CurrencyId,AmountUSD,InvoiceExpiration
Trip_TravelerRevenueSummary|TravelerInvoiceType|InvoiceTypeId,ParentInvoiceTypeId
Trip_TravelerRevenueSummary|TravelerPaymentAllocation|TravelerId,ClientId,InvoiceTypeid,SourceAmount,SourceCurrencyId,AmountUSD
vw_ResultSetChanges_Itinerary_v2|ResultSetChanges_Itinerary_v2|snapshot_id,snapshot_date,row_count,execution_time_ms,has_changes,change_details,new_record_ids,deleted_record_ids
MaxSeasonRate_TransportCategory|AirRates|AirId,AirSeasonId,Deleted,transportCategoryId,RateId
MaxSeasonRate_TransportCategory|AirSeason|AirSeasonId,AirId,Deleted,VendorId,CurrencyId
MaxSeasonRate_TransportCategory|AirSeasonDates|AirSeasonId,SeasonEndDate,Deleted
MaxSeasonRate_TransportCategory|Rate|RateId,RateTypeId,PerPerson,PerVehicle,Flat
MaxSeasonRate_TransportCategory|Rate2RateRange|RateId,Flat
Trip_VendorCostSummary_Narrow|Product|ProductId,TripId
Trip_VendorCostSummary_Narrow|ProductItem|ProductId,QuotedCostUSD,VendorId,IsCancelled,IsArchived
Trip_VendorCostSummary_Narrow|Trip|TripId
Trip_VendorCostSummary_Narrow|vendors|vendorId,ParentId,VendorTypeId
GlobalGroundVehicleVendor_WithGround2Vendor|Currency|CurrencyId,Symbol
GlobalGroundVehicleVendor_WithGround2Vendor|Ground|GroundId,Deleted
GlobalGroundVehicleVendor_WithGround2Vendor|Ground2Vehicle|Ground2VehicleId,GroundId,Deleted,Vendor2RateTypeId,VehicleName,VehicleCapacity,TimeOfDayId
GlobalGroundVehicleVendor_WithGround2Vendor|Ground2Vendor|GroundId,VendorId,Deleted
GlobalGroundVehicleVendor_WithGround2Vendor|TimeOfDay|TimeOfDayId,Name
GlobalGroundVehicleVendor_WithGround2Vendor|Vendor2RateType|Vendor2RateTypeId,VendorId,Deleted
GlobalGroundVehicleVendor_WithGround2Vendor|vendors|vendorId,vendorName,deleted,DefaultCurrencyId
vwGroundRates|GroundRates|GroundRatesTypesId,GroundSeasonId,Deleted,Ground2VehicleId,RateId
vwGroundRates|GroundSeason|GroundSeasonId,Deleted,CurrencyId
vwGroundRates|GroundSeasonDates|GroundSeasonId,SeasonStartDate,SeasonEndDate,Deleted
vwGroundRates|Rate|RateId,RateTypeId,PerPerson,PerVehicle,Flat,Deleted
vwGroundRates|Rate2RateRange|RateId,Flat,Deleted
vwGroundRates|RateType|RateTypeId,Deleted
GlobalGroundVehicle|Ground2Vehicle|Ground2VehicleId,GroundId,Deleted,VehicleName,VehicleCapacity,TimeOfDayId,capacity_new
GlobalGroundVehicle|TimeOfDay|TimeOfDayId,Name
GroundVendorVehicle|ActivityType|ActivityTypeId,Name
GroundVendorVehicle|Country|CountryId,RegionId,Prefix
GroundVendorVehicle|GlobalGroundVehicleVendor|GroundId,gGroundVehicleId,vendorId,deleted,VehicleName,Capacity,Symbol,vendorName
GroundVendorVehicle|Ground|GroundId,LocationId,Name,Markup,IsDescriptionOnly,ActivityTypeId
GroundVendorVehicle|Location|LocationId,Name,CountryId
GroundVendorVehicle|Region|RegionId,Prefix
GroundVendorVehicle|vwGroundRates|MaxPerVehicleRate,MaxPerPersonRate,Ground2VehicleId
GlobalGroundVehicles_AllDetails|GlobalGround|gGroundId,GroundName,PerferredDetailsProvider,Deleted,ActivityTypeName,CategoryName
GlobalGroundVehicles_AllDetails|GlobalGroundVehicleVendor|GroundId,gGroundVehicleId,vendorId,ProviderServiceId,deleted,VehicleName,Capacity,NotAVehicle,TimeOfDayName,LocaleId,LocaleName,IsDescriptionOnly
GlobalGroundVehicles_AllDetails|vendors|vendorId,vendordisplayname,deleted,ProviderId
GlobalGroundVehicles_AllDetails|vwGroundRates|Flat,MaxPerVehicleRate,MaxPerPersonRate,RateTypeId,Rate_CurrencyId,MaximumRange,MinimumRange,Ground2VehicleId
vwMinmaxhotelrate_Hints|fn_Accomodation_IsTripleRateAvailable|
vwMinmaxhotelrate_Hints|Hotel|HotelId,Deleted
vwMinmaxhotelrate_Hints|Hotel2Vendor|HotelId,VendorId,Deleted
vwMinmaxhotelrate_Hints|HotelRates|HotelId,HotelSeasonId,HotelRoomCategoryId,HotelRoomTypeId,Deleted,RateId
vwMinmaxhotelrate_Hints|HotelRoomCategory|IX_HotelRoomCategory_hotelId,HotelRoomCategoryId,HotelId,Deleted,gHotelRoomId
vwMinmaxhotelrate_Hints|HotelSeason|HotelSeasonId,Deleted,VendorId,CurrencyId
vwMinmaxhotelrate_Hints|Rate|RateId,Flat
Finance_VendorTripCostByPI|product|ProductId
Finance_VendorTripCostByPI|productitem|ProductId,ActualCost,Currency,ActualCostUSD,VendorId
GlobalGround|ActivityType|ActivityTypeId,Name,DisplayName
GlobalGround|Category|CategoryId,Name
GlobalGround|Ground|GroundId,LocationId,Name,Deleted,ActivityTypeId,CategoryId,LocaleId,SimpleName
GlobalGround|Locale|LocaleId,Name
Finance_VendorTripCostByVPO|VendorPurchaseOrders|
Finance_VendorTripCostByVPO|VendorPurchaseOrderServices|
Finance_VendorTripCostByIS|ItineraryTrip_VendorCostSummary|ItineraryId,vendorId,ActualCost
bi_EligibleAgentRewards|QuoteAgent|QuoteAgentId,Name,OutsideSalesAgent
bi_EligibleAgentRewards|TourAgent|TourAgentId,FirstName,LastName
bi_EligibleAgentRewards|Trip|TripId,TripReference,TripName,QuoteAgentId,TourAgentId,BookedDate,TripStartDate,Cancelled
bi_EligibleAgentRewards|trip_travelerrevenuesummary|clientpaymenttypeid,adjustedPrice,adjustedPrice_CurrencyId,tripId
bi_EligibleAgentRewards|Product|ProductId,TripId
bi_EligibleAgentRewards|TravelerPaymentAllocation|PaymentDate,ProductId
ItineraryService_SurpriseAndDelight|COAAllocation|COAAllocationId,Name
ItineraryService_SurpriseAndDelight|Itinerary|ItineraryId
ItineraryService_SurpriseAndDelight|ItineraryDay|ItineraryDayId,Day,ItineraryId
ItineraryService_SurpriseAndDelight|ItineraryQuote|ItineraryStartDate,ItineraryId
ItineraryService_SurpriseAndDelight|ItineraryService|ItineraryServiceId,ItineraryDayId,CustomServiceName,VendorId,ItineraryService2CostId_QuotedCost,Deleted,ServiceDescriptionId
ItineraryService_SurpriseAndDelight|ItineraryService2Cost|ItineraryService2CostId,ConvertedCost,Deleted
ItineraryService_SurpriseAndDelight|Product|ProductId,TripId,ProductTypeId,Cancelled
ItineraryService_SurpriseAndDelight|ProductItem|ProductId,ServiceId,SystemOfRecordId,IsCancelled,IsArchived
ItineraryService_SurpriseAndDelight|QuoteAgent|QuoteAgentId,Name
ItineraryService_SurpriseAndDelight|ServiceDescription|ServiceDescriptionId,ActivityTypeName,ActivityTypeId
ItineraryService_SurpriseAndDelight|TravelerInvoices|AmountUSD,ProductId
ItineraryService_SurpriseAndDelight|Trip|TripId,TripReference,QuoteAgentId,BookedDate,TripStartDate,SalesCoaAllocationId,Computed_ItineraryId
ItineraryService_SurpriseAndDelight|vendors|vendorId,vendorName
OutsideSalesAgentRegions|Employee|EmployeeId,KTUserId
OutsideSalesAgentRegions|OutsideSales2Territory|OutsideSales2TerritoryId,TerritoryId,QuoteAgentId,Deleted,LastUpdated
OutsideSalesAgentRegions|OutsideSalesTerritories|TerritoryId,Territory
OutsideSalesAgentRegions|QuoteAgent|QuoteAgentId,Name,EmployeeId
bi_vw_RateFreshness|ActivityHistory|ActivityHistoryBatchId,DateCreated,ActualActivityServiceType,OldValue,NewValue
bi_vw_RateFreshness|ActivityHistoryBatch|ActivityHistoryBatchId,ActivityType,ActivityId,VendorId
bi_vw_RateFreshness|air|AirId,Deleted,LastModified,Name,DateCreated,IsActive
bi_vw_RateFreshness|air2vendor|AirId,VendorId
bi_vw_RateFreshness|coaallocation|COAAllocationId,Name
bi_vw_RateFreshness|currency|CurrencyId,Name
bi_vw_RateFreshness|ground|GroundId,Name,Deleted,LastModified,IsActive,DateCreated
bi_vw_RateFreshness|Ground2Vehicle|Ground2VehicleId,GroundId,Deleted
bi_vw_RateFreshness|ground2vendor|GroundId,VendorId
bi_vw_RateFreshness|hotel|HotelId,Name,Deleted,LastModifiedDate,DateCreated,IsActive
bi_vw_RateFreshness|hotel2vendor|HotelId,VendorId
bi_vw_RateFreshness|hotelroomcategory|HotelRoomCategoryId,HotelId,Deleted
bi_vw_RateFreshness|itineraryday|ItineraryDayId,ItineraryId,Deleted
bi_vw_RateFreshness|itineraryservice|ItineraryServiceId,ItineraryDayId,GlobalServiceId,VendorId,Deleted
bi_vw_RateFreshness|itineraryservice2cost|ItineraryServiceId,Cost,Deleted
bi_vw_RateFreshness|locale|LocaleId,Name
bi_vw_RateFreshness|transportcategory|TransportCategoryId,Deleted,AirId
bi_vw_RateFreshness|trip|TripStartDate,Cancelled,Computed_ItineraryId
bi_vw_RateFreshness|vendor|vendorId,vendordisplayname,DefaultCurrencyId,LocaleId,coaallocationid
VendorPaymentGroupingReports|BankPayment|BankPaymentId,reference,memo,recordedpaymenttypeid
VendorPaymentGroupingReports|Product|ProductId,TripId
VendorPaymentGroupingReports|RecordedPaymentType|RecordedPaymentTypeId,Description
VendorPaymentGroupingReports|Register|RegisterTransactionId,Amount,SourceAmount,AmountUSD,COAID
VendorPaymentGroupingReports|VendorPaymentAllocation|VendorId,DateCreated,PaymentDate,Amount,CurrencyId,AmountUSD,VendorExpenseId,COAID,Reference,Memo,RegisterTransactionId,BankPaymentId,ProductId
VendorPaymentGroupingReports|vendors|vendorId,ParentId
bi_vw_SalesActivity|Client|ClientId,ClientTypeId
bi_vw_SalesActivity|Itinerary|ItineraryId,SalesCOAAllocationId
bi_vw_SalesActivity|itineraryquote|ItineraryId,TourAgentId
bi_vw_SalesActivity|QuoteAgentAction|QuoteAgentActionId,ClientId,QuoteAgentId,CurrentItineraryId,QuoteAgentActionTypeId,ParentQuoteAgentActionId,DateCreated,FollowUpDate,CompletedDate,Deleted
bi_vw_SalesActivity|QuoteAgentActionType|QuoteAgentActionTypeId,Name
bi_vw_SalesActivity|Trip|BookedDate,MainContactClientId
Report_IncomeStatementPostedData|COAAllocation|COAAllocationId,Name,ParentCOAAllocationId,DisplayOrder
Report_IncomeStatementPostedData|COAAllocationtree|COAAllocationId,ParentCOAAllocationId
Report_IncomeStatementPostedData|CompanyVendors|VendorId,DefaultExpenseCOAID
Report_IncomeStatementPostedData|Finance_ItineraryServiceAirfareSummary|companyid,billeddate,revenueusd,costusd
Report_IncomeStatementPostedData|Finance_ItineraryServiceInsuranceSummary|companyid,billeddate,revenueusd,costusd
Report_IncomeStatementPostedData|fn_Company_GetChildCompanies|CompanyId
Report_IncomeStatementPostedData|registerentries|AmountUSD,DebitCredit,COAID,AccountName,TripId,EffectiveDate,COACategoryId,COACategoryTypeId,COAParent,CompanyId
Report_IncomeStatementPostedData|SalesReportTripsFromTripLedgerByAgent|TripId,ActualCostUSD,RevenueUSD,COAAllocationId,postingdate
Report_IncomeStatementPostedData|trip|TripId,CompanyId,SalesCoaAllocationId
Report_IncomeStatementPostedData|fn_GetParentCOAAllocationIdUnderTours|
IxTemplateItineraries_WithDeletedCompanyBrand|Itinerary|ItineraryId,Name,IsFeatured,ItineraryCategoryId,FeatureText,NumberOfDays,ItineraryTypeId,Deleted,IsActive,ActiveCode,Double4People,LocaleId,TemplateTypeId,SalesCOAAllocationId
IxTemplateItineraries_WithDeletedCompanyBrand|Itinerary2CompanyBrand|ItineraryId,CompanyBrandId,Deleted
QuoteAgentActions|Client|ClientId,ClientTypeId,FirstName,LastName,Email,DoNotContact,PITA,DateCreated,LastModified
QuoteAgentActions|Client2TourAgent|ClientId,TourAgentId
QuoteAgentActions|GTSentMail|GTSentMailId,TimeSent
QuoteAgentActions|ItineraryQuote|ItineraryId,TourAgentId
QuoteAgentActions|Locale|LocaleId,Name
QuoteAgentActions|OutsideSalesAgentRegions|Territory,QuoteAgentId
QuoteAgentActions|QuoteAgent|QuoteAgentId,Name
QuoteAgentActions|QuoteAgentAction|QuoteAgentActionId,ClientId,QuoteAgentId,CurrentItineraryId,QuoteAgentActionTypeId,Notes,DateCreated,Deleted,GTSentMailId
QuoteAgentActions|QuoteAgentActionType|QuoteAgentActionTypeId,Name
QuoteAgentActions|TourAgent|TourAgentId,TravelAgencyId,KTUserId
QuoteAgentActions|TravelAgency|TravelAgencyId,TravelAgencyName,State,Country
QuoteAgentActions|Trip|TourAgentId,BookedDate,Cancelled
QuoteAgentActions|fn_ItineraryGetFirstNonGlobalLocale|
QuoteAgentActions|fn_Locale_GetRootLocaleIdByLocaleIdTypeId|
GlobalGroundVehicleVendor_Backup|Currency|CurrencyId,Symbol
GlobalGroundVehicleVendor_Backup|Ground|GroundId,Deleted
GlobalGroundVehicleVendor_Backup|Ground2Vehicle|Ground2VehicleId,GroundId,Deleted,Vendor2RateTypeId,VehicleName,VehicleCapacity
GlobalGroundVehicleVendor_Backup|Ground2Vendor|GroundId,VendorId,Deleted
GlobalGroundVehicleVendor_Backup|Vendor2RateType|Vendor2RateTypeId,VendorId,Deleted
GlobalGroundVehicleVendor_Backup|vendors|vendorId,vendorName,deleted,DefaultCurrencyId
vwEveryDaySince2021_MK|dbospt_values|
IxTemplateItineraries|Itinerary|ItineraryId,Name,IsFeatured,ItineraryCategoryId,FeatureText,NumberOfDays,ItineraryTypeId,Deleted,IsActive,ActiveCode,Double4People,LocaleId,TemplateTypeId,SalesCOAAllocationId
IxTemplateItineraries|Itinerary2CompanyBrand|ItineraryId,CompanyBrandId,Deleted
SalesReportTripsFromTripLedgerByAgent_XMonth_MK|ItineraryTrip_RevenueAllocationByCOAAllocationByDate|TripLedgerId,vendorTypeId,coaallocationid,RevenueUSD
SalesReportTripsFromTripLedgerByAgent_XMonth_MK|ItineraryTrip_VendorCostSummaryByCOAAllocationByDate|TripLedgerId,vendortypeid,coaallocationid,ActualCostUSD
SalesReportTripsFromTripLedgerByAgent_XMonth_MK|Product|ProductId,TripId
SalesReportTripsFromTripLedgerByAgent_XMonth_MK|Trip|TripId,TripStartDate,Cancelled
SalesReportTripsFromTripLedgerByAgent_XMonth_MK|TripLedger|TripLedgerId,QuoteAgentId,PostingDate,ProductId
HotelRooms_AllDetails|Category|CategoryId,Display
HotelRooms_AllDetails|fn_GetAccomodationRoomCategoryMeals|
HotelRooms_AllDetails|Hotel|HotelId,Name,Deleted,LocaleId,CategoryId,IsActive
HotelRooms_AllDetails|Hotel2Vendor|HotelId,VendorId,Deleted,IsDescriptionOnly
HotelRooms_AllDetails|HotelRoomCategory|HotelRoomCategoryId,HotelId,Name,Deleted
HotelRooms_AllDetails|HotelRoomCategory2Vendor|HotelRoomCategoryId,VendorId,Deleted
HotelRooms_AllDetails|Locale|LocaleId,Name,IsGlobal
HotelRooms_AllDetails|vendors|vendorId,vendordisplayname,deleted,DefaultCurrencyId,ProviderId
HotelRooms_AllDetails|vwMinmaxhotelrate|minRate,maxrate,HotelRoomCategoryId,Rate_CurrencyId,VendorId,IsTriple
bi_vw_VPOQuote|Client|ClientId
bi_vw_VPOQuote|itineraryservice|ItineraryServiceId,SourceLocaleId
bi_vw_VPOQuote|Product|ProductId,TripId,BookedDate,ProductTypeId,Cancelled
bi_vw_VPOQuote|ProductItem|ProductItemId,ProductId,ServiceId,Name,VendorId,CoaAllocationId,SystemOfRecordId,ProductItemType
bi_vw_VPOQuote|Trip|TripId,CompanyId,TripReference,QuoteAgentId,TourAgentId,BookedDate,TripStartDate,DateCancelled,MainContactClientId,NumberOfDays,CompanyBrandId,SalesCoaAllocationId
bi_vw_VPOQuote|TripLedger|TripLedgerId,QuoteAgentId,PostingDate
bi_vw_VPOQuote|VendorPurchaseOrders|VendorPurchaseOrderId,VendorId,TripLedgerId
bi_vw_VPOQuote|VendorPurchaseOrderServices|VendorPurchaseOrderId,Amount,CurrencyId,AmountUSD,ProductItemId
bi_vw_VPOQuote|Vendors|vendorId,vendorName,ParentId,VendorTypeId,LocaleId,coaallocationid
HotelRateVendors_NoGlobalId|GlobalProvider|ProviderId,Name
HotelRateVendors_NoGlobalId|Hotel|HotelId,Name,Deleted
HotelRateVendors_NoGlobalId|HotelRoomCategory|HotelRoomCategoryId,HotelId,Deleted
HotelRateVendors_NoGlobalId|HotelRoomCategory2Vendor|HotelRoomCategory2VendorId,HotelRoomCategoryId,VendorId,Name,Deleted
HotelRateVendors_NoGlobalId|vendors|vendorId,vendorName,vendordisplayname,deleted,ProviderId
vwMinMaxHotelRate_withProviders|GlobalCachedHotelRate|VendorId,gHotelRoomId,HotelRoomTypeID,Rate,Rate_CurrencyID,RateStatus
vwMinMaxHotelRate_withProviders|vwMinmaxhotelrate|minRate,maxrate,gHotelRoomId,Rate_CurrencyId,VendorId
ItineraryServiceAlternates_Hotel_NoGlobal|Hotel|HotelId,Name,Deleted,LocaleId
ItineraryServiceAlternates_Hotel_NoGlobal|HotelRoomCategory|HotelRoomCategoryId,HotelId,Name,Deleted
ItineraryServiceAlternates_Hotel_NoGlobal|ItineraryServiceAlternates|ItineraryServiceAlternatesId,ItineraryServiceId,DisplayOrder,ProviderServiceId,GlobalServiceId,VendorId,ServiceId,Deleted,SourceLocaleId,DestinationLocaleId
DevDocs_StatsView|devdocs_content|doc,dev,devid,version
HotelRoomCategory_MaxSeasonEndDate|Hotel|HotelId,IsDescriptionOnly
HotelRoomCategory_MaxSeasonEndDate|HotelRates|HotelId,HotelSeasonId,HotelRoomCategoryId,Deleted
HotelRoomCategory_MaxSeasonEndDate|HotelSeasonDates|HotelId,HotelSeasonId,SeasonEndDate,Deleted
TripDetails_AllDetails_Hotels_OBSOLETE_SEE_DEAN|GlobalHotel|
TripDetails_AllDetails_Hotels_OBSOLETE_SEE_DEAN|GlobalHotelRoom|
TripDetails_AllDetails_Hotels_OBSOLETE_SEE_DEAN|HotelRoomCategory|
TripDetails_AllDetails_Hotels_OBSOLETE_SEE_DEAN|TripDetails_AllDetails|
TripDetails_AllDetails_Ground_OBSOLETE_SEE_DEAN|GlobalGround|
TripDetails_AllDetails_Ground_OBSOLETE_SEE_DEAN|GlobalGroundVehicle|
TripDetails_AllDetails_Ground_OBSOLETE_SEE_DEAN|TripDetails_AllDetails|
AdWordsView_ClientAdGroup|AdWords_AdGroup|AdgroupID,CampaignId,AdgroupName
AdWordsView_ClientAdGroup|AdWords_ClickPerformance|AdGroupID,CityId,CountryId,Date,GCLID,MetroAreaId,RegionId
AdWordsView_ClientAdGroup|ClientReferral|ClientId,Id
AdWordsView_ClientAdGroup|quoteagentaction|ClientId,QuoteAgentId,CurrentItineraryId,QuoteAgentActionTypeId,DateCreated,Deleted
bi_vw_GroundBookedService|BookingStatus|bookingStatusId,IncludedWhenCalculatingCost
bi_vw_GroundBookedService|Currency|CurrencyId,Symbol
bi_vw_GroundBookedService|Ground|GroundId,Name
bi_vw_GroundBookedService|Ground2Vehicle|Ground2VehicleId,GroundId,VehicleName,VehicleCapacity
bi_vw_GroundBookedService|ItineraryDay|ItineraryDayId,Day,ItineraryId
bi_vw_GroundBookedService|ItineraryQuote|ItineraryStartDate,ItineraryId
bi_vw_GroundBookedService|ItineraryService|ItineraryServiceId,ItineraryDayId,ServiceId,CustomServiceName,GlobalServiceId,VendorId,ItineraryService2CostId_QuotedCost,Markup,UseCustomCost,SourceLocaleId,IsCustomService
bi_vw_GroundBookedService|ItineraryService2Booking|ItineraryServiceId,BookingStatusId
bi_vw_GroundBookedService|ItineraryService2Cost|ItineraryService2CostId,Cost,Cost_CurrencyId,ConvertedCost,ConvertedCost_CurrencyId,Deleted
bi_vw_GroundBookedService|ItineraryTrip|ItineraryId,BookedDate,ItineraryReference
bi_vw_GroundBookedService|Trip|TripId,CompanyId,Computed_ItineraryId
bi_vw_GroundBookedService|Vendors|vendorId,vendorName,ParentId
vwCOACategoryTree|COACategory|COACategoryId
vwCOACategoryTree|COACategory|COACategoryId,ParentCOACategoryId,Deleted
bi_vw_HotelBookedService|bookingStatus|bookingStatusId,IncludedWhenCalculatingCost
bi_vw_HotelBookedService|Currency|CurrencyId,Symbol
bi_vw_HotelBookedService|GetNumberOfHotelRooms|
bi_vw_HotelBookedService|Hotel|HotelId,Name
bi_vw_HotelBookedService|HotelRoomCategory|HotelRoomCategoryId,HotelId,Name,gHotelRoomId
bi_vw_HotelBookedService|ItineraryDay|ItineraryDayId,Day,ItineraryId
bi_vw_HotelBookedService|ItineraryQuote|ItineraryStartDate,ItineraryId,QuotedGroupAllocation
bi_vw_HotelBookedService|ItineraryService|ItineraryServiceId,ItineraryDayId,ServiceId,CustomServiceName,ProviderServiceId,GlobalServiceId,VendorId,ItineraryService2CostId_QuotedCost,Markup,QuotedGroupAllocation,UseCustomCost,SourceLocaleId,IsCustomService
bi_vw_HotelBookedService|ItineraryService2Booking|ItineraryServiceId,BookingStatusId
bi_vw_HotelBookedService|ItineraryService2Cost|ItineraryService2CostId,Cost,Cost_CurrencyId,ConvertedCost,ConvertedCost_CurrencyId,Deleted
bi_vw_HotelBookedService|ItineraryTrip|ItineraryId,BookedDate,ItineraryReference
bi_vw_HotelBookedService|Trip|TripId,CompanyId,Computed_ItineraryId
bi_vw_HotelBookedService|Vendor|vendorId,ParentId
bi_vw_HotelBookedService|vendors|vendorId,vendorName,ParentId
ItineraryTrip_VendorCostSummary_backupBeforeShowingAllVendors__|bookingStatus|
ItineraryTrip_VendorCostSummary_backupBeforeShowingAllVendors__|CurrencyConversion|
ItineraryTrip_VendorCostSummary_backupBeforeShowingAllVendors__|ItineraryDay|
ItineraryTrip_VendorCostSummary_backupBeforeShowingAllVendors__|ItineraryQuote|
ItineraryTrip_VendorCostSummary_backupBeforeShowingAllVendors__|ItineraryService|
ItineraryTrip_VendorCostSummary_backupBeforeShowingAllVendors__|ItineraryService2Booking|
ItineraryTrip_VendorCostSummary_backupBeforeShowingAllVendors__|ItineraryService2Cost|
ItineraryTrip_VendorCostSummary_backupBeforeShowingAllVendors__|vendors|
AdWordsView_ClientAdId|AdWords_ClickPerformance|AdId,CampaignId,CityId,CountryId,Date,GCLID,MetroAreaId,RegionId
AdWordsView_ClientAdId|ClientReferral|ClientId,Id
AdWordsView_ClientAdId|quoteagentaction|ClientId,QuoteAgentId,CurrentItineraryId,QuoteAgentActionTypeId,DateCreated,Deleted
bi_vw_TransportBookedService|Air|AirId,Name
bi_vw_TransportBookedService|BookingStatus|bookingStatusId,IncludedWhenCalculatingCost
bi_vw_TransportBookedService|Currency|CurrencyId,Symbol
bi_vw_TransportBookedService|ItineraryDay|ItineraryDayId,Day,ItineraryId
bi_vw_TransportBookedService|ItineraryQuote|ItineraryStartDate,ItineraryId
